,type,price,beds,bath,propertysqft,locality,sublocality,latitude,longitude,borough,zip_code,broker_name
3263,Condo for sale,4995000,3,2.0,2803.0,New York County,New York,40.73684,-73.99679,Manhattan,10011,COMPASS
3264,Co-op for sale,398800,1,1.0,2184.2078,Queens County,Queens,40.75058,-73.88476,Queens,11372,RE/MAX
3265,Co-op for sale,142500,3,1.0,2184.2078,Queens County,Queens,40.704845,-73.80224,Queens,11432,Other
3266,House for sale,2570000,5,2.0,2000.0,New York,Kings County,40.61939,-74.03534,Brooklyn,11209,Century 21
3267,Co-op for sale,225000,1,1.0,900.0,Bronx County,The Bronx,40.857426,-73.87089,Bronx,10467,Other
3268,Co-op for sale,345000,1,1.0,900.0,Queens County,Queens,40.7606,-73.822266,Queens,11355,Winzone Realty
3269,House for sale,875000,5,2.0,1974.0,New York,Kings County,40.617474,-73.92311,Brooklyn,11234,RE/MAX
3270,Co-op for sale,694000,2,1.0,2184.2078,Kings County,Brooklyn,40.665794,-73.95277,Brooklyn,11225,COMPASS
3271,Co-op for sale,495000,1,1.0,2184.2078,New York County,New York,40.767258,-73.96822,Manhattan,10065,Douglas Elliman
3272,Co-op for sale,649000,1,1.0,687.0,New York County,New York,40.75711,-73.96308,Manhattan,10022,Corcoran
3273,Condo for sale,659000,2,1.0,714.0,Kings County,Brooklyn,40.648632,-73.96744,Brooklyn,11218,Douglas Elliman
3274,Co-op for sale,429000,2,1.0,850.0,Kings County,Brooklyn,40.634365,-74.031136,Brooklyn,11209,Other
3275,Multi-family home for sale,1299999,12,6.0,4125.0,New York,Kings County,40.700935,-73.92507,Brooklyn,11237,Keller Williams
3276,Condo for sale,368000,3,1.0,2184.2078,Queens County,Queens,40.77815,-73.782074,Other,11360,Douglas Elliman
3277,House for sale,758800,3,2.0,1633.0,New York,Richmond County,40.59108,-74.08011,Staten Island,10305,"Homes R Us Realty of NY, Inc."
3278,Condo for sale,1795000,2,2.0,1245.0,Kings County,Brooklyn,40.702263,-73.98541,Brooklyn,11201,Serhant
3279,Multi-family home for sale,1595000,5,3.0,2184.2078,New York,Queens County,40.74358,-73.89647,Queens,11377,RE/MAX
3280,Townhouse for sale,6500000,7,5.0,2184.2078,New York,New York County,40.769306,-73.9622,Manhattan,10021,Other
3281,Multi-family home for sale,1089000,4,3.0,2184.2078,New York,Queens County,40.70995,-73.76266,Other,11423,Century 21
3282,Condo for sale,735000,1,1.0,2184.2078,Queens County,Queens,40.749165,-73.940605,Other,11101,Keller Williams
3283,Co-op for sale,350000,1,1.0,2184.2078,New York County,New York,40.851032,-73.94166,Manhattan,10033,COMPASS
3284,Condo for sale,780000,3,3.0,1236.0,New York,Queens County,40.767548,-73.83147,Queens,11354,B Square Realty
3285,Co-op for sale,173000,3,1.0,500.0,Queens County,Queens,40.717243,-73.83368,Other,11375,Other
3286,House for sale,995000,4,2.0,2200.0,New York,Richmond County,40.614693,-74.09961,Staten Island,10301,Other
3287,Multi-family home for sale,775000,4,2.0,2184.2078,New York,Queens County,40.656902,-73.75239,Other,11413,Other
3288,Condo for sale,1649000,1,1.0,800.0,New York County,New York,40.7617,-73.999626,Manhattan,10036,Other
3289,Multi-family home for sale,1290000,5,3.0,2184.2078,New York,Queens County,40.740444,-73.9009,Queens,11377,E Realty International
3290,House for sale,575000,3,1.0,1390.0,New York,Bronx County,40.806915,-73.85621,Bronx,10473,Other
3291,House for sale,1499000,7,6.0,2184.2078,New York,Queens County,40.795227,-73.84832,Other,11356,Other
3292,Co-op for sale,800000,2,1.0,1200.0,Kings County,Brooklyn,40.607235,-73.984795,Brooklyn,11204,Other
3293,Co-op for sale,750000,1,1.0,2184.2078,New York,New York County,40.747772,-73.97948,Manhattan,10016,Keller Williams
3294,Condo for sale,1750000,2,2.0,1320.0,Kings County,Brooklyn,40.677483,-74.0148,Brooklyn,11231,Douglas Elliman
3295,Condo for sale,2750000,2,2.0,1488.0,New York County,New York,40.71559,-73.99129,Manhattan,10002,COMPASS
3296,Condo for sale,698000,1,1.0,2184.2078,New York County,New York,40.816204,-73.938324,Manhattan,10037,COMPASS
3297,Co-op for sale,425000,1,1.0,2184.2078,New York County,New York,40.76437,-73.95936,Manhattan,10065,Douglas Elliman
3298,Condo for sale,26000000,5,6.0,4859.0,New York County,New York,40.718296,-74.007645,Manhattan,10013,BHHS New York Properties
3299,Condo for sale,3999999,2,2.0,1997.0,New York County,New York,40.750946,-74.003586,Manhattan,10001,NoBroker
3300,Condo for sale,2295000,3,3.0,1615.0,New York County,New York,40.764114,-73.96518,Manhattan,10065,Other
3301,Multi-family home for sale,689900,3,4.0,2448.0,New York,Richmond County,40.621017,-74.16027,Staten Island,10314,RE/MAX
3302,House for sale,3850000,4,4.0,4374.0,New York,Kings County,40.729534,-73.957726,Brooklyn,11222,Other
3303,Co-op for sale,243000,2,1.0,965.0,Bronx County,The Bronx,40.86433,-73.90752,Bronx,10468,eXp Realty
3304,Co-op for sale,1995000,4,2.0,2184.2078,New York County,New York,40.71291,-73.97814,Other,10002,Other
3305,Co-op for sale,250000,3,1.0,2184.2078,Queens County,Queens,40.75939,-73.90542,Queens,11377,Keller Williams
3306,House for sale,845000,4,2.0,2184.2078,New York,Queens County,40.710842,-73.75728,Other,11423,Other
3307,Multi-family home for sale,915000,8,3.0,1896.0,New York,Bronx County,40.832935,-73.85351,Bronx,10462,Other
3308,Condo for sale,599888,1,1.0,826.0,New York,Queens County,40.743633,-73.91641,Queens,11104,Other
3309,Co-op for sale,325000,2,1.0,2184.2078,Queens County,Queens,40.73736,-73.85742,Other,11368,E Realty International
3310,Townhouse for sale,999000,4,2.0,2184.2078,New York,Kings County,40.696445,-73.92832,Brooklyn,11221,Other
3311,Condo for sale,688000,3,2.0,982.0,Kings County,Brooklyn,40.640327,-74.002815,Brooklyn,11220,E Realty International
3312,House for sale,950000,3,2.0,1308.0,New York,Bronx County,40.870495,-73.901184,Bronx,10468,COMPASS
3313,Co-op for sale,249000,1,1.0,750.0,Queens County,Queens,40.73265,-73.85465,Queens,11374,Coldwell Banker
3314,Co-op for sale,465000,1,1.0,2184.2078,New York County,New York,40.754143,-73.9635,Manhattan,10022,Other
3315,Multi-family home for sale,2499000,7,8.0,3700.0,New York,Kings County,40.62783,-74.02487,Brooklyn,11209,RE/MAX
3316,Condo for sale,409000,1,1.0,559.0,Queens County,Queens,40.75231,-73.83243,Queens,11355,E Realty International
3317,Condo for sale,630000,2,2.0,750.0,Queens County,Queens,40.76275,-73.826706,Queens,11354,Other
3318,Condo for sale,874000,2,2.0,915.0,Kings County,Brooklyn,40.69435,-73.919975,Brooklyn,11221,Other
3319,Condo for sale,4995000,4,4.0,2184.2078,New York,New York County,40.774136,-73.96342,Manhattan,10021,Brown Harris Stevens
3320,Co-op for sale,875000,2,2.0,2184.2078,New York County,New York,40.782116,-73.95442,Manhattan,10128,Douglas Elliman
3321,Co-op for sale,975000,2,2.0,2184.2078,New York County,New York,40.779556,-73.984886,Manhattan,10023,Brown Harris Stevens
3322,Multi-family home for sale,5975000,12,4.0,2184.2078,New York,Kings County,40.67199,-73.97554,Brooklyn,11215,Douglas Elliman
3323,Co-op for sale,475000,3,1.0,2184.2078,New York County,New York,40.82118,-73.95607,Manhattan,10031,Douglas Elliman
3324,Co-op for sale,975000,1,1.0,2184.2078,New York County,New York,40.79333,-73.97499,Manhattan,10025,Nest Seekers International
3325,House for sale,1548000,9,4.0,2184.2078,New York,Queens County,40.753418,-73.862885,Other,11368,Other
3326,Co-op for sale,175000,1,1.0,627.0,Queens County,Queens,40.710155,-73.79885,Queens,11432,Other
3327,Condo for sale,3000000,1,2.0,1600.0,Kings County,Brooklyn,40.701553,-73.995865,Brooklyn,11201,Douglas Elliman
3328,Condo for sale,2400000,1,2.0,1427.0,New York County,New York,40.761326,-73.9774,Manhattan,10019,Brown Harris Stevens
3329,House for sale,988000,4,4.0,2184.2078,New York,Queens County,40.773647,-73.77795,Other,11360,B Square Realty
3330,Co-op for sale,299999,1,1.0,850.0,Queens County,Queens,40.72496,-73.84549,Other,11375,eXp Realty
3331,Co-op for sale,120000,2,1.0,1100.0,Bronx County,The Bronx,40.831062,-73.89983,Bronx,10456,BESMATCH REAL ESTATE
3332,Condo for sale,1995000,3,2.0,1376.0,New York County,New York,40.74515,-73.992775,Manhattan,10001,COMPASS
3333,Condo for sale,1400000,3,2.0,1625.0,New York,Queens County,40.578358,-73.8365,Queens,11694,Douglas Elliman
3334,Co-op for sale,670000,1,1.0,2184.2078,New York County,New York,40.75935,-73.961716,Manhattan,10022,Sotheby's International Realty
3335,House for sale,1499000,5,4.0,3200.0,New York,Queens County,40.588398,-73.7935,Other,11692,Other
3336,House for sale,1200000,4,2.0,2173.0,New York,Richmond County,40.59957,-74.1264,Staten Island,10314,Other
3337,Multi-family home for sale,3299000,5,3.0,2184.2078,New York,Kings County,40.69233,-73.970924,Brooklyn,11205,Coldwell Banker
3338,Multi-family home for sale,2500000,7,4.0,2660.0,New York,New York County,40.79561,-73.93386,Manhattan,10029,Other
3339,House for sale,799000,3,2.0,2184.2078,New York,Kings County,40.62846,-73.945015,Brooklyn,11210,RE/MAX
3340,House for sale,715000,4,2.0,1866.0,New York,Bronx County,40.815163,-73.84625,Bronx,10473,Other
3341,Condo for sale,925000,2,2.0,1033.0,New York County,New York,40.795856,-73.946495,Manhattan,10029,Corcoran
3342,Multi-family home for sale,750000,5,3.0,3327.0,New York,Bronx County,40.89595,-73.85957,Bronx,10466,eXp Realty
3343,Condo for sale,2795000,2,2.0,1372.0,New York,Manhattan,40.771683,-73.98158,Manhattan,10023,Other
3344,Multi-family home for sale,1560000,5,2.0,2184.2078,New York,Kings County,40.6165,-73.98855,Brooklyn,11204,COMPASS
3345,Co-op for sale,4650000,3,3.0,2184.2078,New York,New York County,40.768085,-73.95726,Manhattan,10021,COMPASS
3346,Multi-family home for sale,1100000,8,3.0,3312.0,New York,Bronx County,40.831524,-73.85254,Bronx,10462,Century 21
3347,Co-op for sale,1199000,2,2.0,1000.0,New York County,New York,40.775154,-73.9621,Manhattan,10075,Douglas Elliman
3348,Condo for sale,2850000,3,2.0,1912.0,Kings County,Brooklyn,40.710293,-73.96601,Brooklyn,11249,Serhant
3349,Co-op for sale,530000,1,1.0,2184.2078,New York County,New York,40.747803,-73.98119,Manhattan,10016,Corcoran
3350,Co-op for sale,475000,2,1.0,2184.2078,Queens County,Queens,40.764046,-73.934814,Queens,11106,COMPASS
3351,Multi-family home for sale,2700000,16,8.0,8000.0,New York,Kings County,40.724472,-73.947395,Brooklyn,11222,Other
3352,Multi-family home for sale,900000,8,5.0,2028.0,New York,Bronx County,40.832294,-73.92917,Bronx,10452,eXp Realty
3353,House for sale,1049000,3,1.0,1683.0,New York,Kings County,40.624905,-74.025345,Brooklyn,11209,Other
3354,Multi-family home for sale,995000,7,5.0,2184.2078,New York,Queens County,40.66429,-73.8555,Other,11414,Other
3355,Co-op for sale,245000,1,1.0,550.0,Kings County,Brooklyn,40.6339,-74.03,Brooklyn,11209,Other
3356,Condo for sale,695000,2,2.0,1080.0,Kings County,Brooklyn,40.57548,-73.97476,Brooklyn,11224,Other
3357,Condo for sale,555000,2,1.0,2184.2078,New York,Queens County,40.768913,-73.89292,Other,11370,Winzone Realty
3358,Multi-family home for sale,1250000,11,6.0,2184.2078,New York,Queens County,40.787483,-73.85208,Other,11356,Other
3359,Co-op for sale,4950000,2,2.0,2184.2078,New York County,New York,40.773155,-73.9782,Manhattan,10023,COMPASS
3360,Multi-family home for sale,928000,3,4.0,1640.0,New York,Kings County,40.652767,-74.01208,Brooklyn,11232,Momentum Real Estate Llc
3361,House for sale,725000,3,2.0,2184.2078,New York,Queens County,40.67639,-73.79981,Queens,11436,Other
3362,Co-op for sale,199000,1,1.0,550.0,Kings County,Brooklyn,40.61441,-73.94797,Brooklyn,11210,RE/MAX
3363,Multi-family home for sale,854000,6,2.0,2184.2078,New York,Bronx County,40.865593,-73.89167,Bronx,10458,Other
3364,House for sale,1439000,4,2.0,2184.2078,New York,Kings County,40.685776,-73.94937,Other,11216,Other
3365,Co-op for sale,475000,2,1.0,975.0,New York,Kings County,40.59894,-73.99397,Brooklyn,11214,Douglas Elliman
3366,Condo for sale,815000,2,2.0,1000.0,Kings County,Brooklyn,40.586975,-73.95148,Brooklyn,11235,COMPASS
3367,Condo for sale,474000,2,1.0,750.0,Kings County,Brooklyn,40.64427,-73.998634,Brooklyn,11232,Other
3368,Condo for sale,2350000,2,2.0,1572.0,New York County,New York,40.742252,-74.00105,Manhattan,10011,COMPASS
3369,Co-op for sale,1325000,2,2.0,1250.0,New York County,New York,40.779514,-73.984474,Manhattan,10023,Corcoran
3370,House for sale,6600000,8,5.0,5110.0,New York,New York County,40.79115,-73.946304,Manhattan,10029,Coldwell Banker
3371,Co-op for sale,590000,2,1.0,800.0,Kings County,Brooklyn,40.63117,-73.961006,Brooklyn,11230,Other
3372,Condo for sale,610000,1,1.0,673.0,New York County,New York,40.708282,-74.01804,Manhattan,10280,COMPASS
3373,Multi-family home for sale,789000,4,2.0,2184.2078,New York,Kings County,40.63821,-73.93255,Brooklyn,11203,Keller Williams
3374,Condo for sale,1299000,1,2.0,1066.0,New York County,New York,40.76172,-73.969765,Manhattan,10022,Nest Seekers International
3375,House for sale,632000,4,2.0,1496.0,New York,Richmond County,40.553387,-74.1974,Staten Island,10312,Other
3376,Co-op for sale,499000,2,1.0,2184.2078,New York,Queens County,40.727203,-73.84719,Other,11375,Other
3377,Condo for sale,800000,2,1.0,850.0,Kings County,Brooklyn,40.6814,-73.95375,Brooklyn,11216,Brown Harris Stevens
3378,Condo for sale,725000,1,1.0,696.0,Kings County,Brooklyn,40.680214,-73.95674,Brooklyn,11238,COMPASS
3379,Co-op for sale,349500,1,1.0,900.0,Queens County,Queens,40.71574,-73.83672,Queens,11375,COMPASS
3380,Co-op for sale,625000,2,1.0,2184.2078,New York County,New York,40.802597,-73.96735,Manhattan,10025,Corcoran
3381,Multi-family home for sale,1090000,5,3.0,2184.2078,New York,Queens County,40.711044,-73.90608,Other,11385,Other
3382,Multi-family home for sale,1348000,6,3.0,2184.2078,New York,Queens County,40.753548,-73.85471,Other,11368,Winzone Realty
3383,Co-op for sale,2975000,3,2.0,2184.2078,New York County,New York,40.773357,-73.961685,Manhattan,10021,Sotheby's International Realty
3384,Co-op for sale,280000,1,1.0,2184.2078,Queens County,Queens,40.753326,-73.82652,Queens,11355,Winzone Realty
3385,Co-op for sale,259000,1,1.0,2184.2078,Queens County,Queens,40.736507,-73.873344,Queens,11373,Douglas Elliman
3386,Condo for sale,550000,3,1.0,446.0,New York County,New York,40.76709,-73.96163,Manhattan,10065,Douglas Elliman
3387,Condo for sale,12495000,4,3.0,2184.2078,New York,New York County,40.726574,-73.99455,Manhattan,10012,Douglas Elliman
3388,Multi-family home for sale,4800000,5,6.0,2184.2078,New York,Kings County,40.691265,-73.96966,Brooklyn,11205,Corcoran
3389,Co-op for sale,398000,3,1.0,1000.0,Queens County,Queens,40.775673,-73.82711,Queens,11354,Other
3390,Co-op for sale,329000,2,1.0,850.0,United States,New York,40.82236,-73.80725,Bronx,10465,Other
3391,Co-op for sale,385000,1,1.0,2184.2078,Kings County,Brooklyn,40.62492,-74.04047,Brooklyn,11209,Brown Harris Stevens
3392,Multi-family home for sale,1325000,9,3.0,2184.2078,New York,Kings County,40.68174,-73.867615,Brooklyn,11208,RE/MAX
3393,House for sale,968000,3,2.0,2845.0,New York,Richmond County,40.58899,-74.15306,Staten Island,10314,Other
3394,Co-op for sale,350000,1,1.0,2184.2078,Queens County,Queens,40.733795,-73.86208,Queens,11374,E Realty International
3395,Condo for sale,498000,1,1.0,785.0,Queens County,Queens,40.727512,-73.86069,Queens,11374,Winzone Realty
3396,Townhouse for sale,1675000,5,2.0,2100.0,New York,Kings County,40.695705,-73.93445,Brooklyn,11221,COMPASS
3397,Co-op for sale,525000,3,1.0,2184.2078,New York County,New York,40.732414,-73.98985,Manhattan,10003,Other
3398,Co-op for sale,280000,1,1.0,850.0,Kings County,Brooklyn,40.589516,-73.949745,Brooklyn,11235,RE/MAX
3399,House for sale,849000,4,2.0,2184.2078,New York,Queens County,40.67933,-73.819214,Other,11420,Other
3400,Condo for sale,1250000,1,1.0,855.0,New York County,New York,40.779118,-73.94829,Manhattan,10128,Other
3401,Condo for sale,359999,3,2.0,2184.2078,Bronx County,The Bronx,40.82038,-73.910934,Bronx,10456,Keller Williams
3402,Co-op for sale,229000,1,1.0,2184.2078,Queens County,Queens,40.776375,-73.90731,Queens,11105,Keller Williams
3403,Co-op for sale,3995000,3,2.0,2184.2078,New York County,New York,40.73794,-73.99072,Manhattan,10003,COMPASS
3404,Multi-family home for sale,1499000,6,4.0,3450.0,New York,Richmond County,40.592255,-74.09722,Staten Island,10304,Other
3405,Condo for sale,2649000,3,3.0,1699.0,New York County,New York,40.746326,-73.97272,Manhattan,10016,Other
3406,Condo for sale,385000,2,1.0,919.0,Kings County,Brooklyn,40.654358,-73.88379,Brooklyn,11207,Other
3407,Co-op for sale,695000,1,1.0,2184.2078,New York County,New York,40.76408,-73.98186,Manhattan,10019,COMPASS
3408,Multi-family home for sale,1799000,7,2.0,4140.0,New York,Bronx County,40.845192,-73.90367,Bronx,10457,Other
3409,Co-op for sale,179000,1,1.0,600.0,Kings County,Brooklyn,40.63873,-73.94905,Brooklyn,11210,Other
3410,Condo for sale,2100000,3,3.0,1638.0,New York County,New York,40.758568,-73.96697,Manhattan,10022,COMPASS
3411,Co-op for sale,323000,1,1.0,800.0,Kings County,Brooklyn,40.59114,-73.967674,Brooklyn,11223,Other
3412,Condo for sale,880000,1,1.0,713.0,New York,Queens County,40.747147,-73.940895,Queens,11101,Douglas Elliman
3413,Condo for sale,1500000,2,2.0,1334.0,New York,New York County,40.80842,-73.943306,Manhattan,10027,Corcoran
3414,Co-op for sale,425000,3,1.0,2184.2078,New York County,New York,40.76311,-73.96689,Manhattan,10065,Corcoran
3415,Co-op for sale,2175000,4,4.0,2184.2078,New York County,New York,40.746807,-73.97975,Manhattan,10016,Sotheby's International Realty
3416,Co-op for sale,1296000,2,2.0,1200.0,New York County,New York,40.770958,-73.94879,Manhattan,10075,Other
3417,Co-op for sale,3395000,4,3.0,3111.0,New York County,New York,40.776382,-73.98001,Manhattan,10023,Douglas Elliman
3418,Co-op for sale,450000,2,1.0,1100.0,Kings County,Brooklyn,40.595966,-73.9504,Brooklyn,11229,Other
3419,Condo for sale,649000,3,2.0,1770.0,Queens County,Queens,40.583828,-73.82431,Other,11694,Other
3420,Co-op for sale,265000,2,1.0,900.0,Kings County,Brooklyn,40.592003,-73.94103,Brooklyn,11235,Other
3421,Condo for sale,3595000,2,2.0,2184.2078,New York County,New York,40.770195,-73.98292,Manhattan,10023,Douglas Elliman
3422,Multi-family home for sale,1350000,9,3.0,3318.0,New York,Bronx County,40.82621,-73.91644,Bronx,10451,Other
3423,Multi-family home for sale,797777,4,2.0,2184.2078,New York,Queens County,40.676437,-73.80086,Queens,11436,Other
3424,House for sale,549000,4,2.0,2184.2078,New York,Queens County,40.602707,-73.754845,Other,11691,Other
3425,House for sale,749000,3,2.0,1400.0,New York,Kings County,40.63068,-73.9325,Brooklyn,11234,Other
3426,Co-op for sale,398000,3,1.0,900.0,Kings County,Brooklyn,40.617176,-73.98645,Brooklyn,11204,RE/MAX
3427,Condo for sale,680000,2,2.0,847.0,Queens County,Queens,40.73671,-73.87221,Queens,11373,eXp Realty
3428,Co-op for sale,499000,2,1.0,2184.2078,Queens County,Queens,40.75373,-73.88503,Queens,11372,COMPASS
3429,Townhouse for sale,2250000,4,2.0,1360.0,New York,Kings County,40.65682,-73.97957,Brooklyn,11218,Other
